9,General,,,,,,
CODIGO,NOMBRE DEL PRODUCTO,PRECIO,EX.,MARCA,MP,P.SUG.,ROT
WAT057,AL.REPTILE STICKS BABY 40 GR.,$19.45,22,WARDLEY,12,$38.90,AAA
WAT08,AL.P/TORTUGAS 350 GR.(BITES),$47.42,67,WARDLEY,65,$94.84,AAA
WAT061,REPTILE STICKS BABY 300 GRS,$49.86,28,WARDLEY,1,$99.73,AAA
WAT054,AL.REPTILE STICKS 300 GR.,$51.08,251,WARDLEY,65,$102.17,AAA
WAT015,AL.TURTLE BITES 1.5 K.,$176.32,3,WARDLEY,,$352.64,AA
WAT055,AL.REPTILE STICKS 1.5 KG.,$193.40,7,WARDLEY,,$386.81,AAA
TA210,BEB.24X15CM. ESCONDITE,$124.73,1,PETMMAL,,$249.46,AAA
CT-85,COMEDRO P/INSECTOS F.,$58.47,21,ZOO MED,24,$116.90,AAA
FD-20E,COMEDERO P/REPTILES CHICO,$71.16,34,ZOO MED,72,$142.21,AAA
FD-30E,COMEDERO P/REPTILES MED.,$89.07,35,ZOO MED,72,$178.03,AAA
BSB-60,FOCO LUZ BLANCA 60 W,$135.10,429,BIOPRO,100,$270.05,AAA
DB60,FOCO LUZ DE DIA 60 W,$138.84,450,BIOPRO,100,$277.56,AAA
MB60,FOCO LUZ NEGRA 60 W,$146.30,228,BIOPRO,100,$292.57,AAA
RB60,FOCO LUZ DE DIA 60 W,$147.55,183,BIOPRO,100,$294.93,AAA
WA109,PORTAREFLECTOR CAMPANA 16 CM.,$300.55,7,PETMMAL,1,$601.11,AAA
DB-100Q,FOCO DIA P/REPT. 100 W. AZUL,$137.34,37,ZOO MED,12,$274.56,AAA
DB-40,FOCO DIA 40 W.AZUL,$140.08,44,ZOO MED,12,$280.13,AAA
DB-60,FOCO DIA 60 W.AZUL,$140.33,71,ZOO MED,12,$280.56,AAA
DB-25,FOCO P/REPTILES DIA 25 W. AZUL,$152.27,29,ZOO MED,12,$304.37,AAA
RS-25NQ,FOCO INFRAROJO P/REPTILES 25 W.,$167.20,80,ZOO MED,12,$334.40,AAA
ML-40,FOCO LUZ DE LUNA P/REPTILES 40 W.,$174.42,13,ZOO MED,12,$348.77,AAA
ML-60,FOCO LUZ DE LUNA P/REPTILES 60 W.,$174.42,22,ZOO MED,12,$348.77,AAA
SL-50,FOCO SPOT P/REPTILES 50 W.,$217.96,23,ZOO MED,12,$435.86,AAA
SL-75,FOCO SPOT P/REPTILES 75 W.,$217.96,31,ZOO MED,12,$435.86,AAA
NR-40,FOCO NOCHE 40 W.ROJO,$261.01,13,ZOO MED,12,$521.87,AAA
RS-100Q,FOCO INFRAROJO P/REPTILES 100 W.,$290.62,9,ZOO MED,12,$581.08,AAA
LF-12,"LAMP.CAMPANA 8.5""C/CLIP.",$572.53,4,ZOO MED,18,"$1,145.00",AAA
LF-22,LAMP.CAMPANA CON FOCO,$651.16,14,ZOO MED,12,"$1,302.22",AAA
EX027,REPTIMINA CALCIO 120 GR.,$93.50,2,EXOTICS,1,$216.92,AAA
EX023,CALCIO REPTILES 120 GR.,$93.50,4,EXOTICS,1,$216.92,AAA
EX025,CALCIO C/VIT. D3 120 GR.,$93.50,7,EXOTICS,1,$216.92,AAA
EX029,REPTITOR 120 ML. DESCONGESTIONA,$149.87,2,EXOTICS,1,$299.74,AAA
FL1108,ACLAR.OJOS P/TORT.30 ML.,$7.28,100,LOMAS,100,$14.56,AAA
FL1107,VIT.A P/TORT. 30 ML.,$7.29,20,LOMAS,10,$14.59,AAA
FL1115,CALCIO P/TORTUGAS C/VIT. A  2 PZ,$10.95,32,LOMAS,1,$21.90,AAA
MM450,ANTIBIOTICO P/REPTILES 30 ML.,$72.23,3,MEDICAL CO,1,$167.57,AA
100111549,REMUEVE PIEL REPT.236 ML.(OF),$151.68,15,ZILLA,24,$302.87,AA
100111536,SUP.CALCIO REPT.237 ML.(OF),$161.23,8,ZILLA,12,$322.39,AAA
AU451,*ISLA P/TORTUGAS FLOTANTE,$55.93,11,ACUALUZ,,$111.87,AAA
AU177,*PUENTE P/TORTUGUERO,$89.48,2,ACUALUZ,,$178.96,AA
AZARIMI,*PECHERA P/IGUANA MINI,$38.28,31,AZUL,,$76.56,AAA
AZARICH,*PECHERA P/IGUANA CH.,$38.28,41,AZUL,,$76.56,AAA
AZARIM,*PECHERA P/IGUANA M.,$38.28,43,AZUL,,$76.56,AAA
BP9751,*PLANTA TERRARIO 60 CM.,$52.25,71,BIOPRO,150,$104.46,AAA
BP9752,*PLANTA TERRARIO 70 CM.(OF),$102.51,59,BIOPRO,100,$204.84,AA
100111497,*CLIPS P/REJILLAS 30 G.O MAS,$51.24,79,CORA LIFE,48,$101.88,AA
TF107,TAPETE TERRARIO 29X14 CM.,$58.74,1,PETMMAL,1,$117.48,AAA
TF108,TAPETE TERRARIO PANORAMICO,$118.85,2,PETMMAL,1,$237.70,AAA
TB101,*GANCHO HERPET. CH.,$121.17,2,PETMMAL,,$242.34,AAA
TB103,*GANCHO HERPET. GDE.,$215.01,2,PETMMAL,,$430.03,AAA
W200,RANA-PACK I KIT PETMMAL,$291.05,3,PETMMAL,1,$582.11,AAA
QS312,CALCIO TORTUGAS GDE.9X6X2 CM.,$18.50,14,QUALITY,1,$37.00,AAA
QS345,TORTUGA MASTER JUMBO 12X9X4 CM.,$18.97,12,QUALITY,1,$37.95,AAA
TDS-4,REPUESTO VENTOSAS,$47.27,30,ZOO MED,12,$94.38,AAA
CT-20,PINZAS ALIMENTADORES F.,$58.47,16,ZOO MED,24,$116.90,AAA
TA-22E,ALIMENTADOR DE GUSANOS,$63.44,18,ZOO MED,48,$126.76,AAA
MD-31E,SPRAY PARA LA MUDA DE PIEL,$101.02,14,ZOO MED,12,$201.84,AAA
TH-21,*MED.DE HUMEDAD ANALOGO,$183.87,1,ZOO MED,24,$367.65,AAA
TH-20,*TERM.ANALOGO P/REPTILES,$192.33,14,ZOO MED,24,$384.59,AAA
TD-10E,ISLA FLOTANTE P/TORTUGAS CH.,$340.63,21,ZOO MED,24,$681.25,AAA
TD-20E,ISLA FLOTANTE P/TORTUGAS MED.,$521.02,18,ZOO MED,12,"$1,042.04",AAA
3591,ROCALIENTE PIEDRA REPTILES,$177.95,14,AQUA KRILL,15,$355.91,AAA
HM-B5-C,PLACA TERMICA 13 X 16 CM. 5 W,$173.67,147,PETTY,100,$347.27,AA
HM-B7-C,PLACA TERMICA 15 X 28 CM. 7 W,$194.32,97,PETTY,100,$388.45,AA
HM-B20-C,PLACA TERMICA 28 X 41 CM. 20 W,$405.82,219,PETTY,100,$811.45,AA
RH-2Q,PIEDRA DE CALOR MINI,$317.49,19,ZOO MED,12,$634.92,AAA
AU501,TAPA PARA PECERA DE 30 CM.,$89.48,6,ACUALUZ,1,$178.96,AA
AU502,TAPA PECERA 40 CM. 5 GAL,$156.60,10,ACUALUZ,1,$313.20,AAA
AU503,TAPA PECERA 50 CM. 10 GAL,$201.34,12,ACUALUZ,1,$402.68,AAA
AU504,TAPA PECERA 60 CM. 20 GAL,$268.45,8,ACUALUZ,1,$536.91,AAA
100111955,REJILLA PROT.2 G.SENCILLA(OF),$156.50,4,ZILLA,24,$312.95,AAA
100111479,REJILLA PROT.5 G.SENCILLA(OF),$195.82,20,ZILLA,24,$391.46,AAA
100111938,REJILLA PROT.10 G.SENCILLA(OF),$255.04,9,ZILLA,24,$510.08,AAA
100111498,REJILLA PROT.20 G.SENCILA(OF),$301.56,24,ZILLA,24,$602.95,AAA
100111752,REJILLA PROT.10 G.C/PUERTA(OF),$341.62,27,ZILLA,24,$683.18,AAA
SC-10,REJILLA P/10 G.C/BRACKETS,$229.66,36,ZOO MED,24,$459.24,AAA
00710,ARENA CALC. BCA. 4.5 K.,$194.57,4,CARIBSEA,4,$389.10,AAA
00712,ARENA CALC. CREMA 4.5 K.,$254.79,27,CARIBSEA,4,$509.43,AAA
EX019,AGROLITA SUBSTRATO 1 KG.,$74.93,5,EXOTICS,1,$149.87,AAA
EX021,ARCILLA EXPANDIDA 1 LTO.,$74.93,5,EXOTICS,1,$149.87,AAA
EX017,VERMICULITA 700 GR.,$94.65,3,EXOTICS,1,$189.31,AAA
TAPECH,"TAPETE TERRARIO MINI, CH. Y MED.",$40.51,3,FERI,1,$81.03,AAA
TAPEGDE,TAPETE TERRARIO GDE. Y XL.,$64.84,2,FERI,1,$129.68,AAA
TAPE60,TAPETE PASTO PECERA 60 CM.,$194.53,2,FERI,1,$389.06,AAA
82308,ARENA CAFE CALCIFI. 4.5KG(OF),$165.46,2,NATURES OC,4,$330.33,AAA
81303,ARENA CALC. AZUL 4.5KG.(OF),$169.23,6,NATURES OC,4,$338.26,AAA
81010,ARENA CALC.NAT. 4.5KG.(OF),$169.44,17,NATURES OC,4,$338.69,AAA
S902,FIBRA DE COCO PURA 200 GR.,$33.25,11,PETMMAL,1,$66.51,AAA
S610,CAMA DE MAÍZ 1 KG.,$34.45,60,PETMMAL,1,$68.90,AAA
S700,SUBSTRATO AGROLITA 500 GR.,$41.57,6,PETMMAL,1,$83.14,AAA
S1000,CORTEZA DE ARBOL EXTRA FINA 1 KG.,$47.51,2,PETMMAL,1,$95.02,AAA
S1003,CORTEZA DE ARBOL GRANDE 1 KG.,$47.51,2,PETMMAL,1,$95.02,AAA
S601,CAMA NATURAL 1 KG.,$48.69,3,PETMMAL,1,$97.39,AAA
S001,SUSTRATOSPEAT-MOSS 700 GR.,$53.45,20,PETMMAL,1,$106.90,AAA
S850,MEZCLA PARA TARANTULAS,$64.14,4,PETMMAL,1,$128.29,AAA
S010,ALCORNOQUE GRANULADO 240 GR.,$65.33,5,PETMMAL,1,$130.66,AAA
S611,CAMA DE MAÍZ 2.5 KG.,$71.27,55,PETMMAL,1,$142.54,AAA
S701,SUBSTRATO VERMICULITA 500 GR,$73.64,6,PETMMAL,1,$147.29,AAA
S602,CAMA NATURAL 2.5 KG.,$100.97,5,PETMMAL,1,$201.95,AAA
TF103,*TAPETE P/TERRARIO 5 G.,$106.91,2,PETMMAL,,$213.83,AA
82303,ARENA C/CALCIO P/REPTILES NEGRA 5 KG.,$163.94,2,PETMMAL,1,$327.88,AAA
VW-10,ARENA REPTILES 10 LB. SONORA,$218.96,4,ZOO MED,3,$437.79,AAA
XR-10,ARENA 10 LB. EXCAVADORA,$230.15,16,ZOO MED,3,$460.31,AAA
XR-20,ARENA 20 LB. EXCAVADORA,$390.46,1,ZOO MED,1,$780.78,AA
AU505,PALMERA PARA TORTUGUERO 2PZ,$8.94,105,ACUALUZ,1,$17.88,AA
AU462,TORTUGUERO REDONDO MINI,$36.43,85,ACUALUZ,,$72.87,AAA
AU471,TORTUGUERO RIÑON MINI,$49.21,30,ACUALUZ,,$98.43,AAA
AU469,TORTUGUERO RIÑON CH.,$62.62,21,ACUALUZ,,$125.25,AAA
AU467,TORTUGUERO RIÑON GDE.,$69.33,103,ACUALUZ,,$138.66,AAA
AU466,TORTUGUERO REDONDO GDE.,$127.95,36,ACUALUZ,,$255.91,AAA
GPTRIC,TORTUGUERO RIÑON G.S/PALMA,$51.96,1,CAT,25,$103.93,AAA
ISLAA,ISLA-LAGUNA P/TORTUGAS,$42.72,3,FERI,1,$85.44,AAA
ISCHA,ISLAS C/CHUPONES,$61.52,2,FERI,1,$123.05,AAA
TORIGDEA,TORT.RIÑON 35 CM. C/PALMERAS,$76.27,44,FERI,1,$152.54,AAA
TOTOIA,TORTUGUERO IRROMPIBLE TORTUGA,$89.26,18,FERI,25,$178.52,AAA
TERRACH,TERRARIO P/ IGUANA CH.,$331.59,10,FERI,6,$663.19,AAA
TERRAMED,TERRARIO P/IGUANA MED.,$399.24,13,FERI,6,$798.49,AAA
TERRAGDE,TERRARIO P/IGUANA GDE.,$574.76,5,FERI,3,"$1,149.53",AAA
TERRAEXGDE,TERRARIO P/IGUANA XL,$634.05,1,FERI,2,"$1,268.11",AAA
HP7719,KIT TORTUGUERO REDONDO GDE.,$162.11,18,HOBBY PET,1,$324.22,AAA
GPIS3,ISLA TORTUGUERO G.#3,$46.19,21,PP,15,$92.38,AAA
GPIS4,ISLA G.#4 P/TORTUGUERO,$46.19,21,PP,25,$92.38,AAA
T601,*CALCIO P/TORTUGAS,$12.99,20,BIOMAA,40,$25.98,AAA
24038,CALCIO PARA TORTUGAS C/4,$31.01,108,JJ,100,$62.02,AAA
24039,CALCIO TORTUGAS 75 PZ.,$306.33,5,JJ,1,$612.66,AAA
24040,VITOLERO CALCIO COLORES 70 PZ.,$432.34,2,JJ,1,$864.68,AA
FL1111,CALCIO PARA TORTUGAS,$7.28,22,LOMAS,1,$14.56,AAA
100111846,SUPLEMENTO SPRAY 8 OZ(OF),$136.71,21,ZILLA,24,$273.05,AA
MD-20T,ELECTROLITOS P/REPTILES 60 ML.,$42.54,80,ZOO MED,48,$84.94,AAA
EX064,LARVA MOSCA SOLDADO 100 PZ.,$93.50,1,EXOTICS,1,$325.38,AAA
AZ018,SEMILLAS PARA HAMSTERS 250 GR.,$12.53,1033,AZUL,1,$25.07,AAA
AZ017,SEMILLAS PARA HAMSTERS 500 GR.,$22.44,341,AZUL,1,$44.89,AAA
AZ020,AL. PELLETS P/CONEJOS,$36.29,9,AZUL,1,$72.59,AAA
AZ021,NUTRICUBOS PARA ROEDOR 500G,$50.81,29,AZUL,1,$101.63,AA
H107,ESGORMUJOS BALANCE 100 GRR.,$14.54,3,BIOMAA,30,$29.09,AAA
CR9100,*PALANQUETA P/HAMSTER 2 PZ.,$43.79,31,CARIÑO,50,$87.58,AAA
EX031,AL.P/ERIZO 250 GR GUSANO CERA,$65.45,24,EXOTICS,1,$151.84,AAA
EX001,AL.P/ERIZO 250 GR TENEBRIOS,$65.45,32,EXOTICS,1,$151.84,AAA
EX048,AL.ERIZO 250G.GESTATE-LACTANTE,$93.50,4,EXOTICS,1,$216.92,AAA
EX054,AL.P/ERIZO DESTETE 250 GR.,$93.50,5,EXOTICS,1,$216.92,AAA
EX009,TENEBRIO LIOFILIZADO 50 GR.,$149.60,3,EXOTICS,1,$347.07,AAA
EX003,AL.P/ERIZO 700 GR TENEBRIOS,$158.95,14,EXOTICS,1,$368.76,AAA
EX033,AL.P/ERIZO 700 GR GUSANO CERA,$158.95,14,EXOTICS,1,$368.76,AAA
EX040,AL. P/MINI PIG BABY 2.5 KG.,$187.00,3,EXOTICS,1,$433.84,AAA
EX042,AL. P/MINI PIG ADULTO 2.5 KG.,$187.00,3,EXOTICS,1,$433.84,AAA
EX050,AL.P/ERIZO 700G.GESTANTE-LACTANTE,$187.00,3,EXOTICS,1,$433.84,AAA
EX056,AL.P/ERIZO DESTETE 700 GR.,$187.00,3,EXOTICS,1,$433.84,AAA
EX035,AL.P/ERIZO 1.2 KG. GUSANO CERA,$252.45,6,EXOTICS,1,$585.68,AAA
EX058,AL.P/ERIZO DESTETE 1.2 KG.,$299.20,3,EXOTICS,1,$694.14,AAA
EX052,AL.P/ERIZO 1.2KG GESTACION-LACTANCIA,$299.20,4,EXOTICS,1,$694.14,AAA
EX007,AL.P/ERIZO 2.5 KG TENEBRIOS,$495.55,3,EXOTICS,1,"$1,149.67",AAA
WAT676,ALIMENTO P/CONEJO 1.2KG,$53.52,20,HARTZ,,$107.04,AAA
FL4005,AL. PREMIUM HURON 850 GRS,$120.41,5,HARTZ,1,$240.83,AAA
MARV904,AL.P/HAMSTER PARAISO 500G.,$39.54,44,MARVELL,50,$79.08,AAA
MARV013,PALANQUETA HAMSTERS 3PZ.,$53.03,29,MARVELL,24,$106.07,AAA
MS007,AL.HAMSTERS CITRICOS 200 GR.,$17.23,68,MY SMART C,50,$34.47,AAA
MS003,F.FOOD HAMSTERS MZA.VERDE 200 G.,$17.23,177,MY SMART C,50,$34.47,AAA
MS006,AL.HAMSTERS MANZANA ROJA 200 G.,$17.23,188,MY SMART C,50,$34.47,AAA
MS044,MY SMART SANDWICH,$31.03,104,MY SMART C,1,$62.06,AAA
MS056,D.TROPICAL FRUIT P/CONEJOS 90 GR.,$32.74,1,MY SMART C,12,$65.49,AAA
MS015,G.FOOD CONE./CUYOS M.VERDE 450 G.,$41.36,110,MY SMART C,30,$82.73,AAA
MS018,AL.CONE./CUYOS MZA.ROJA 450 G.,$41.36,173,MY SMART C,30,$82.73,AAA
MS053,D.NAT.CLASICA P/HAMSTERS 600 GR.,$70.67,25,MY SMART C,12,$141.35,AAA
MS059,D.TROPICAL PARADISE CUYOS 1 KG.,$72.40,1,MY SMART C,12,$144.81,AAA
MS050,D.ORIGINAL P/HAMSTERS 600 GR.,$75.85,24,MY SMART C,12,$151.70,AAA
MS062,D.TROPICAL PARADISE CONEJOS 1 KG.,$81.02,9,MY SMART C,12,$162.05,AAA
MS047,D.NUTRÍ MIX  P/HAMSTERS 600 GR.,$82.74,23,MY SMART C,12,$165.48,AAA
MS039,AL.ALFALFA GREEN FARM,$82.74,66,MY SMART C,1,$165.48,AAA
B900,AL.HAMSTER-PLUS 500 GR.,$41.57,16,PETMMAL,,$83.14,AAA
B901,AL.PELLETS P/CUYOS 500 GR.,$46.33,6,PETMMAL,,$92.66,AAA
B902,AL.PELETIZADO PARA ROEDOR 1 KG.,$80.78,3,PETMMAL,,$161.56,AAA
QS426,NUTRICUBO CON CEREALES 1/4 L.,$17.31,115,QUALITY,1,$34.63,AAA
QS369,ALIM.P/CUYO C/PAJA 1 LTO.,$32.08,174,QUALITY,1,$64.17,AAA
QS423,NUTRICUBO CON CEREALES 1/2 L.,$32.35,128,QUALITY,1,$64.70,AAA
QS417,NUTRICUBO CON CEREALES 1 L.,$45.28,14,QUALITY,1,$90.57,AAA
QS478,ALIMENTO CONEJO 1 LTO.,$50.11,5,QUALITY,5,$100.22,AAA
WAT450,ALIMENTO PARA HAMSTER 450 GR.,$53.53,20,REDKITE,1,$107.06,AAA
FL4018,CUBOS DE ALFALFA SELECT 500 G,$66.86,3,REDKITE,1,$133.72,AAA
FL4009,ALIMENTO P/CHINCHILLA 1 KG,$71.74,4,REDKITE,1,$143.49,AAA
FL4008,ALIMENTO P/CONEJO 1 KG,$71.78,5,REDKITE,1,$143.56,AA
FL4035,SEMILLAS P/HAMSTER 1 KG,$79.07,8,REDKITE,1,$158.15,AA
FL4010,REDKITE ALIMENTO P/CUYOS 850 GR.,$79.07,47,REDKITE,1,$158.15,AAA
FL4017,ALIMENTO NATURAL P/HERBIVOROS SELECT 800,$102.13,2,REDKITE,1,$204.27,AAA
AU507,COMEDERO PARA HAMSTER 2 PZ,$43.60,8,ACUALUZ,1,$87.20,AA
AZBEBH1,*BEBEDERO NO.1 CH. 50 ML.,$27.71,31,AZUL,25,$55.42,AAA
AZBEBH2,*BEBEDERO NO.2 MED. 75 ML.,$28.36,88,AZUL,25,$56.72,AAA
AZBEBH3,*BEBEDERO NO.3 GDE. 100 ML.,$29.04,62,AZUL,,$58.09,AAA
CL9300,*BEBEDERO C/BALIN 50 ML.,$26.62,1216,CAGELAND,300,$53.19,AAA
CL9299,*BEBEDERO C/BALIN 80 ML.,$32.09,990,CAGELAND,250,$64.13,AAA
CL9296,*BEBEDERO C/BALIN 100 ML.,$43.04,759,CAGELAND,200,$86.01,AAA
CL9297,*BEBEDERO C/BALIN 250 ML.,$54.98,996,CAGELAND,112,$109.82,AAA
CL9298,*BEBEDERO C/BALIN 500 ML.,$67.67,1135,CAGELAND,54,$135.34,AAA
EX066,COMEDERO/BEBEDERO ANTIFUGAS,$76.90,3,EXOTICS,1,$153.81,AAA
BEMPA,BEBEDERO PEQ.MASCOTAS,$69.15,6,FERI,2,$138.31,AAA
0182,COMEDERO P/HAMSTER GDE.,$47.77,34,LIXIT,144,$95.45,AAA
0169,PORTA HENO PARA CUYO(OF),$68.42,20,LIXIT,24,$136.85,AAA
0508,BEBEDERO NEON 240 ML.(OF),$86.34,319,LIXIT,36,$172.67,AAA
0516,BEBEDERO NEON 480 ML.(OF),$111.22,4,LIXIT,27,$222.43,AAA
0532,BEBEDERO NEON 1 L.(OF),$147.79,24,LIXIT,24,$295.58,AAA
0670,*BEB.P/CONEJOS Y PEQ/MASC.,$244.08,51,LIXIT,18,$487.55,AAA
JY-319,JAULA RATONES 27X18X13 CM.,$57.97,2149,CAGELAND,80,$115.83,AAA
BE-S18,CASA P/HAMSTERS EQ. 23X17X17 CM.,$160.24,1690,CAGELAND,36,$320.46,AAA
605,JAULA EQ.H. TUNEL Y CASA,$316.25,584,CAGELAND,10,$632.34,AAA
HC-605,JAULA 3 NIVELES P/HAMSTER,$392.88,234,CAGELAND,10,$785.71,AAA
706,JAULA EQ.CONEJOS GDE. 1P. RECT.,$489.52,906,CAGELAND,6,$978.76,AAA
T026,JAULA P/CONEJOS M.55X37X35 CM.,$506.34,19,CAGELAND,5,"$1,012.65",AAA
HC625,JAULA EQ.H. 3P.CASITA GATO,$736.00,120,CAGELAND,6,"$1,471.89",AAA
C34,JAULA P/HURONES Y GATOS(OF),"$2,071.92",101,CAGELAND,1,"$4,143.71",AAA
DYR2-1,JAULA CONEJOS AMSTERDAM,"$1,003.70",2,REDKITE,1,"$2,007.40",AA
DYR3H,JAULA AMSTERDAM III P/HURON,"$1,178.29",1,REDKITE,1,"$2,356.58",AAA
DYR2-2,AMSTERDAM II JAULA CONEJO,"$1,519.54",1,REDKITE,1,"$3,039.08",AA
EX065,REPTISOFT 60 ML. MUDA DE PIEL,$94.65,3,EXOTICS,1,$189.31,AAA
AU506,BICHOTUNEL P/ROED.15 CM.,$49.41,9,ACUALUZ,1,$98.83,AA
AU523,PISTA P/ESFERA MED. REDONDA,$401.95,3,ACUALUZ,1,$803.90,AA
AU524,PISTA P/ESFERA MED. OVALADA,$602.92,3,ACUALUZ,1,"$1,205.84",AA
H522,SHAMPOO/HAMSTER 125ML.,$32.70,16,BIOMAA,30,$65.40,AAA
RJ107,ESFERA P/HAMSTERS C/BASE 12 CM.,$53.76,642,BIOPRO,64,$107.46,AAA
RJ332,ESFERA P/HAMSTERS 19 CM.,$117.69,1255,BIOPRO,36,$235.30,AAA
TK020,*TUBO RECTO 6 CM.(OF),$20.90,115,CAGELAND,100,$41.61,AA
TK030,UNION FORMA T JAULAS,$22.39,83,CAGELAND,100,$44.61,AA
TK025,CODO UNIONES VARIAS 6CM.,$22.64,44,CAGELAND,100,$45.25,AA
JH005,CASITA HAMSTER FIGURA RATON,$44.53,647,CAGELAND,60,$89.01,AAA
BE-P04,REUDA P/HAMSTERS  14 X 13 CM.,$49.26,1589,CAGELAND,120,$98.45,AAA
TK190,*RUEDA P/HAMS. 13CM.PLAS.,$53.99,108,CAGELAND,42,$107.89,AAA
CR9599,MAT.BIOD. HENO/PASTO 1KG.,$132.80,63,CARIÑO,18,$308.09,AAA
EX013,CHAMPUAS P/ERIZO AF.250 ML.,$112.40,7,EXOTICS,1,$224.80,AAA
EX011,ERICLEAN P/ERIZO 120 ML. ACARICIDA,$122.26,6,EXOTICS,1,$244.52,AAA
CAHAA,CASITA PARA HAMSTER,$45.50,7,FERI,1,$91.01,AAA
RUHAA,EJERCITADORA RUEDA HAMSTER,$69.12,4,FERI,1,$138.24,AAA
ERMEDBA,ESFERA RODANTE CON BASE,$128.93,3,FERI,1,$257.86,AAA
HP433,VIRUTA PARA ROEDORES 600 GR.,$14.96,733,HOBBY PET,24,$29.92,AAA
0993,RUEDA MINERAL P/ROEDORES,$14.15,56,LIXIT,144,$32.81,AAA
0994,RUEDA SAL P/ROEDORES,$14.58,362,LIXIT,144,$33.67,AAA
0055,SUJECION BEBEDEROS(OF),$16.75,97,LIXIT,200,$33.24,AAA
0486,*GOTERO USO VARIO 3ML.(OF),$34.34,4,LIXIT,36,$68.64,AAA
0995,*SAL Y MINERALES P/ROEDORES,$46.97,484,LIXIT,24,$108.96,AAA
0488,*KIT JERINGA 10 ML Y GOTERO 3 ML,$65.68,39,LIXIT,36,$131.27,AAA
0691,*CEPILLO LIMP.MULTIUSOS(OF),$79.12,8,LIXIT,12,$158.08,AAA
0606,POLVO PARA BAÑO DE ROEDORES,$87.47,16,LIXIT,16,$174.60,AAA
0193,TOLDO MASCOTAS PEQ.(OF),$161.28,9,LIXIT,1,$322.39,AA
0157,IGLOO P/CUYOS GDE.,$178.65,2,LIXIT,24,$357.14,AAA
0189,BAÑO P/PEQ. ROEDORES(OF),$303.06,17,LIXIT,6,$605.96,AAA
MM505,ANTIDIARREICO HAMSTERS 30 ML.,$73.25,17,MEDICAL CO,1,$169.94,AAA
MS024,MY HAMI-KRUNCH SABOR NARANJO 10PZ.,$27.57,163,MY SMART C,50,$55.14,AAA
MS030,HAM-KLEEN BAÑO TALCO C/CEPILLO,$51.71,66,MY SMART C,30,$103.42,AAA
MS033,HAM-KLEEN BAÑO SPRAY C/TELA,$51.71,104,MY SMART C,30,$103.42,AAA
MS065,SUBSTRATO P/ROEDORES 3KG.,$60.33,20,MY SMART C,10,$120.66,AAA
BE-P10,ESFERA PARA HAMSTERS 10 CM.,$33.34,710,MYPET,300,$66.49,AAA
QS479,SHAMPOO PARA CONEJO 55 ML.,$14.23,6,QIALITY,10,$28.46,AAA
QS462,SHAMPOO P/HAMSTER 55 ML.,$11.64,18,QUALITY,1,$23.29,AAA
QS381,ANTIDIARR. Y DESP. P/CUYO. 55 ML.,$13.58,117,QUALITY,1,$27.16,AAA
QS487,CALCIO LIQUIDO P/CONEJO55 ML.,$14.11,5,QUALITY,10,$28.23,AAA
QS390,CALCIO LIQUIDO PARA CUYO 55 ML.,$14.11,104,QUALITY,1,$28.23,AAA
QS465,SHAMPOO P/ROEDORES 55 ML,$14.23,36,QUALITY,1,$28.46,AAA
QS387,"ANTIDIARREA, DESP. HAMSTERS 55ML.",$14.75,109,QUALITY,1,$29.51,AAA
QS483,VITAMINA C PARA CONEJO 55 ML.,$19.40,5,QUALITY,10,$38.81,AAA
QS474,VITAMINA C P/ROED. 55 ML.,$19.40,47,QUALITY,1,$38.81,AAA
QS453,POLIVITAMINICO P/HAMSTER 55 ML.,$20.53,116,QUALITY,1,$41.06,AAA
QS459,POLIVITAMINICO PARA CUYO 130 ML.,$20.55,36,QUALITY,1,$41.11,AAA
QS481,POLIVITAMINICO P/CONEJO 55 ML.,$23.29,4,QUALITY,10,$46.58,AAA
QS456,VIT.Y MINERALES P/CUYO 55 ML.,$23.29,27,QUALITY,1,$46.58,AAA
QS388,"ANTIDIARREA, DESP. HAMSTER 130ML.",$32.08,88,QUALITY,1,$64.17,AAA
QS384,ANTIDIARREICO Y DESP.CUYO 130ML.,$32.99,5,QUALITY,1,$65.98,AAA
QS468,SHAMPOO P/ROEDORES 130 ML.,$34.95,9,QUALITY,1,$69.90,AAA
QS480,SHAMPOO PARA CONEJO 130 ML.,$35.57,1,QUALITY,5,$71.15,AAA
QS488,CALCIO LIQUIDO P/CONEJO 130 ML.,$35.57,5,QUALITY,5,$71.15,AAA
QS471,SHAMPOO P/HAMSTER 130ML.,$35.57,24,QUALITY,1,$71.15,AAA
QS393,CALCIO LIQUIDO PARA CUYO 130 ML.,$35.57,39,QUALITY,1,$71.15,AAA
QS469,SHAMPOO P/CUYO 130 ML,$35.92,19,QUALITY,1,$71.85,AAA
QS484,VITAMINA C P/CONEJO 130 ML.,$47.87,5,QUALITY,5,$95.74,AAA
QS477,VITAMINA C P/ROEDORES 130 ML.,$47.87,43,QUALITY,1,$95.74,AAA
QS414,HAMSTERPACK  4 BOTES DE 55 ML.,$57.74,30,QUALITY,1,$115.48,AAA
QS402,DESPARASIT. P/CUYO EXT. 125ML.,$62.88,14,QUALITY,1,$125.76,AAA
QS454,POLIVITAMINICO HAMSTER 130 ML.,$62.91,27,QUALITY,1,$125.83,AAA
QS482,POLIVITAMINICO P/CONEJO 130 ML.,$63.40,4,QUALITY,5,$126.81,AAA
